"LabID","SiteName","SiteID","Country","Province","Age","Error","MedianBP","Date","Taxa","Material","Condition","d13C","Method","OneSigma_BP_1","OneSigma_BP_2","OneSigma_BP_3","OneSigma_BP_4","OneSigma_BP_5","OneSigma_BP_6","OneSigma_BP_7","TwoSigma_BP_1","TwoSigma_BP_2","TwoSigma_BP_3","TwoSigma_BP_4","TwoSigma_BP_5","TwoSigma_BP_6","Source"
"Beta-95273","Boomerang Shelter","42SA24771","USA","Utah",1610,60,1481,469,"Zea mays","cob",NA,-10.4,NA,"1535 to 1410",NA,NA,NA,NA,NA,NA,"1688 to 1674","1607 to 1364",NA,NA,NA,NA,"p3k14c"
"Beta-95274","Boomerang Shelter","42SA24771","USA","Utah",1750,60,1639,311,"Zea mays","cob",NA,-9.8,NA,"1707 to 1585","1581 to 1573",NA,NA,NA,NA,NA,"1818 to 1809","1792 to 1759","1749 to 1526",NA,NA,NA,"p3k14c"
"Beta-95275","Boomerang Shelter","42SA24771","USA","Utah",2090,70,2058,-109,"Zea mays","cob",NA,-9.6,NA,"2286 to 2277","2147 to 1985","1963 to 1945",NA,NA,NA,NA,"2305 to 2228","2205 to 2195","2181 to 1872","1849 to 1845",NA,NA,"p3k14c"
"Beta-95276","Boomerang Shelter","42SA24771","USA","Utah",1810,60,1709,241,"Zea mays","cob",NA,-10.8,NA,"1818 to 1811","1791 to 1761","1749 to 1691","1671 to 1615",NA,NA,NA,"1864 to 1857","1831 to 1548",NA,NA,NA,NA,"p3k14c"
"Beta-95278","JJB Shelter","42SA24774","USA","Utah",900,60,812,1138,"Zea mays","cob",NA,-9.8,NA,"903 to 867","855 to 847","826 to 809","803 to 733",NA,NA,NA,"922 to 718","710 to 690",NA,NA,NA,NA,"p3k14c"
"Beta-95279","JJB Shelter","42SA24774","USA","Utah",810,60,725,1225,"Zea mays","cob",NA,-9.9,NA,"772 to 758","748 to 675",NA,NA,NA,NA,NA,"902 to 867","855 to 848","825 to 810","802 to 654",NA,NA,"p3k14c"
"Beta-95280","JJB Shelter","42SA24774","USA","Utah",700,70,648,1302,"Zea mays","cob",NA,-10,NA,"687 to 628","594 to 559",NA,NA,NA,NA,NA,"731 to 545",NA,NA,NA,NA,NA,"p3k14c"
"Beta-95284","JJB Shelter","42SA24774","USA","Utah",820,60,733,1217,"Zea mays","cob",NA,-9.5,NA,"775 to 755","751 to 678",NA,NA,NA,NA,NA,"904 to 866","856 to 847","827 to 663",NA,NA,NA,"p3k14c"
"Beta-95303","Fall Creek South Shelter","5LPà","USA","Colorado",1790,110,1689,261,"Zea mays","stalk",NA,-11.3,NA,"1820 to 1806","1796 to 1568","1563 to 1558","1554 to 1548",NA,NA,NA,"1940 to 1469","1460 to 1413",NA,NA,NA,NA,"p3k14c"
"Beta-95306","Talus Village","5LP4223","USA","Colorado",1740,70,1630,320,"Zea mays kernels","SEEDS",NA,-10.2,NA,"1704 to 1568","1563 to 1558","1554 to 1548",NA,NA,NA,NA,"1821 to 1804","1797 to 1515","1486 to 1475","1450 to 1441","1434 to 1420",NA,"p3k14c"
"Beta-95307","Talus Village","5LP4223","USA","Colorado",2010,50,1946,4,"Zea mays","kernel",NA,-11.4,NA,"1999 to 1873","1847 to 1847",NA,NA,NA,NA,NA,"2101 to 2077","2073 to 1826",NA,NA,NA,NA,"p3k14c"
"Beta-95308","Talus Village","5LP4223","USA","Colorado",1700,130,1594,356,"Zea mays","kernel",NA,-10.6,NA,"1715 to 1508","1502 to 1471","1456 to 1414",NA,NA,NA,NA,"1878 to 1345","1324 to 1315",NA,NA,NA,NA,"p3k14c"
"Beta-95309","Talus Village","5LP4223","USA","Colorado",1800,100,1700,250,"Zea mays","kernel",NA,-10.3,NA,"1823 to 1587",NA,NA,NA,NA,NA,NA,"1972 to 1967","1942 to 1514","1486 to 1475","1451 to 1441","1439 to 1439","1436 to 1419","p3k14c"
"Beta-95310","Talus Village","5LP4223","USA","Colorado",2160,70,2151,-202,"Zea mays","cob",NA,-10.6,NA,"2302 to 2232","2179 to 2050","2016 to 2008",NA,NA,NA,NA,"2335 to 1992","1955 to 1953",NA,NA,NA,NA,"p3k14c"
"Beta-95628","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2190,80,2187,-238,"Zea mays","cupule","charred",-11.3,"AMS","2321 to 2112",NA,NA,NA,NA,NA,NA,"2346 to 1994",NA,NA,NA,NA,NA,"p3k14c"
"Beta-95629","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2150,80,2137,-188,"Zea mays","cupule","charred",-11,"AMS","2301 to 2234","2178 to 2165","2160 to 2041","2026 to 2003",NA,NA,NA,"2337 to 1973","1966 to 1943",NA,NA,NA,NA,"p3k14c"
"Beta-95630","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2110,80,2085,-136,"Zea mays","cupule","charred",-10.7,"AMS","2297 to 2261","2154 to 1986","1962 to 1947",NA,NA,NA,NA,"2317 to 1889",NA,NA,NA,NA,NA,"p3k14c"
"Beta-95631","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2060,80,2020,-71,"Zea mays","cupule","charred",-11.6,"AMS","2122 to 1922","1907 to 1891",NA,NA,NA,NA,NA,"2305 to 2227","2207 to 2195","2181 to 1822","1803 to 1798",NA,NA,"p3k14c"
"Beta-95632","Los Pozos","AA:12:91 (ASM)","USA","Arizona",2090,80,2059,-110,"Zea mays","cupule","charred",-11.3,"AMS","2289 to 2274","2148 to 1973","1971 to 1968","1966 to 1943",NA,NA,NA,"2309 to 2222","2214 to 2191","2183 to 1868","1853 to 1838",NA,NA,"p3k14c"
"Beta-97789","Three Fir Shelter","D:7:618","USA","Arizona",2220,60,2221,-272,"Zea mays","cob",NA,-12,NA,"2325 to 2292","2270 to 2151",NA,NA,NA,NA,NA,"2346 to 2096","2088 to 2058",NA,NA,NA,NA,"p3k14c"
"Beta-97790","Three Fir Shelter","D:7:618","USA","Arizona",2230,50,2227,-278,"Zea mays","cob",NA,-10.9,NA,"2324 to 2298","2259 to 2155",NA,NA,NA,NA,NA,"2343 to 2121",NA,NA,NA,NA,NA,"p3k14c"
"Beta-97794","Bent Oak Shelter","42SA24772","USA","Utah",840,60,752,1198,"Zea mays","stalk",NA,-12.6,NA,"788 to 684",NA,NA,NA,NA,NA,NA,"907 to 864","858 to 844","833 to 671",NA,NA,NA,"p3k14c"
"Beta-97796","Boomerang Shelter","42SA24771","USA","Utah",1820,70,1722,228,"Zea mays","cob",NA,-9.4,NA,"1821 to 1694","1667 to 1624",NA,NA,NA,NA,NA,"1880 to 1547",NA,NA,NA,NA,NA,"p3k14c"
"CAMS-34923","Los Pozos","AA:12:91 (ASM)","USA","Arizona",4050,50,4536,-2587,"Zea mays","cupule","charred",-10,"AMS","4609 to 4603","4578 to 4424",NA,NA,NA,NA,NA,"4805 to 4756","4700 to 4671","4650 to 4415",NA,NA,NA,"p3k14c"
"CAMS-43176","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2290,40,2303,-354,"Zea mays","cob","uncharred",NA,"AMS","2349 to 2306","2227 to 2207","2194 to 2182",NA,NA,NA,NA,"2355 to 2298","2261 to 2155",NA,NA,NA,NA,"p3k14c"
"CAMS-43177","McEuen Cave","W:13:6 (ASM)","USA","Arizona",3690,50,4029,-2080,"Zea mays","cob","uncharred",NA,"AMS","4140 to 4131","4090 to 3971","3943 to 3931",NA,NA,NA,NA,"4220 to 4209","4153 to 3886",NA,NA,NA,NA,"p3k14c"
"CAMS-43178","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2430,50,2490,-541,"Zea mays","cob","uncharred",NA,"AMS","2685 to 2643","2612 to 2598","2495 to 2359",NA,NA,NA,NA,"2704 to 2630","2619 to 2556","2544 to 2351",NA,NA,NA,"p3k14c"
"CAMS-43179","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2790,50,2892,-943,"Zea mays","cob","uncharred",NA,"AMS","2956 to 2847","2814 to 2796",NA,NA,NA,NA,NA,"3054 to 3048","3026 to 3020","3003 to 2767",NA,NA,NA,"p3k14c"
"CAMS-43180","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2780,40,2876,-927,"Zea mays","cob","uncharred",NA,"AMS","2934 to 2847","2817 to 2793",NA,NA,NA,NA,NA,"2990 to 2986","2964 to 2776",NA,NA,NA,NA,"p3k14c"
"CAMS-45662","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2270,50,2239,-290,"Zea mays","cob","uncharred",NA,"AMS","2344 to 2302","2235 to 2178","2167 to 2159",NA,NA,NA,NA,"2355 to 2284","2279 to 2147","2130 to 2129",NA,NA,NA,"p3k14c"
"CAMS-45663","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2290,60,2267,-318,"Zea mays","cob","uncharred",NA,"AMS","2353 to 2300","2239 to 2175","2171 to 2158",NA,NA,NA,NA,"2463 to 2446","2438 to 2124",NA,NA,NA,NA,"p3k14c"
"CAMS-45664","McEuen Cave","W:13:6 (ASM)","USA","Arizona",2320,40,2339,-390,"Zea mays","cob","uncharred",NA,"AMS","2361 to 2309","2223 to 2212","2191 to 2184",NA,NA,NA,NA,"2463 to 2446","2438 to 2300","2243 to 2157",NA,NA,NA,"p3k14c"
"CAMS-74938","Deer Creek Shelter","42Ga3128","USA","Utah",860,40,760,1190,"Zea mays","Zea Mays",NA,NA,"AMS","895 to 894","792 to 722","704 to 696",NA,NA,NA,NA,"903 to 867","855 to 848","825 to 809","803 to 682",NA,NA,"p3k14c"
"CAMS-74939","Deer Creek Shelter","42Ga3128","USA","Utah",890,30,784,1166,"Zea mays","Zea Mays",NA,NA,"AMS","897 to 889","883 to 875","793 to 735",NA,NA,NA,NA,"906 to 864","857 to 845","832 to 729",NA,NA,NA,"p3k14c"
"D-AMS-10871","Rasmussen Cave","42Cb0016","USA","Utah",1083,24,984,966,"Zea mays","Zea Mays",NA,NA,"AMS","1051 to 1031","993 to 982","977 to 956","943 to 939",NA,NA,NA,"1057 to 1020","1008 to 954","948 to 930",NA,NA,NA,"p3k14c"
"D-AMS-27307","Martinez Pithouse","42Cb000","USA","Utah",873,45,775,1175,"Zea mays","Zea Mays",NA,NA,"AMS","899 to 871","796 to 726",NA,NA,NA,NA,NA,"908 to 863","859 to 844","834 to 687",NA,NA,NA,"p3k14c"
"GX-12720","Tornillo Shelter","LA17687","USA","New Mexico",3175,240,3381,-1432,"Zea mays","cob",NA,NA,"RADIOMETRIC","3689 to 3660","3646 to 3070",NA,NA,NA,NA,NA,"3967 to 3946","3928 to 2837","2834 to 2782",NA,NA,NA,"CARD"
"GX-1550","Evans Site","42In0040","USA","Utah",855,90,777,1173,"Zea mays","Zea Mays",NA,NA,NA,"901 to 868","821 to 812","799 to 681",NA,NA,NA,NA,"953 to 949","929 to 656",NA,NA,NA,NA,"CARD"
"LUNK-1154","Eagle Point Rockshelter","5RB4662","USA","Utah",1240,15,1161,789,"Zea mays","corn cob on stick",NA,NA,NA,"1243 to 1224","1218 to 1214","1176 to 1176","1160 to 1129",NA,NA,NA,"1264 to 1252","1248 to 1209","1177 to 1175","1163 to 1117","1097 to 1075",NA,"CARD"
"LUNK-1910","East Fork Village","42MD974","USA","Utah",925,55,834,1116,"Zea mays","maize",NA,NA,NA,"911 to 841","838 to 785",NA,NA,NA,NA,NA,"952 to 951","928 to 728",NA,NA,NA,NA,"CARD"
"LUNK-1911","East Fork Village","42Md0974","USA","Utah",1000,55,889,1061,"Zea mays","Zea Mays",NA,NA,"AMS","956 to 902","868 to 820","812 to 799",NA,NA,NA,NA,"1052 to 1030","995 to 775","755 to 751",NA,NA,NA,"CARD"
"LUNK-1924",NA,"42Dc0612","USA","Utah",1160,60,1073,877,"Zea mays","Zea Mays",NA,NA,NA,"1175 to 1161","1127 to 1049","1035 to 975",NA,NA,NA,NA,"1258 to 1256","1246 to 1210","1177 to 956","945 to 933",NA,NA,"CARD"
"M-285","Site A:10:1","5MF373","USA","Utah",650,150,623,1327,"Zea mays","maize",NA,NA,NA,"725 to 519",NA,NA,NA,NA,NA,NA,"913 to 429","372 to 329",NA,NA,NA,NA,"CARD"
"M-286","Blue Mountain Site A:10:7","5MF379","USA","Utah",800,100,734,1216,"Zea mays","maize",NA,NA,NA,"897 to 873","794 to 654",NA,NA,NA,NA,NA,"921 to 627","594 to 558",NA,NA,NA,NA,"CARD"
"M-466","Jemez Cave",NA,"USA","New Mexico",2440,250,2492,-543,"Zea mays","cob","uncharred",NA,"RADIOMETRIC","2774 to 2293","2268 to 2152",NA,NA,NA,NA,NA,"3137 to 3129","3105 to 3096","3075 to 1868","1853 to 1838",NA,NA,"Vierra and Ford 2006:499"
"MAMS-23673","Turkey Pen Ruin","42Sa03714","USA","Utah",1876,19,1781,169,"Zea mays","Zea Mays",NA,NA,"AMS","1821 to 1806","1796 to 1756","1751 to 1743",NA,NA,NA,NA,"1828 to 1725","1723 to 1722",NA,NA,NA,NA,"p3k14c"
"MAMS-23674","Turkey Pen Ruin","42Sa03714","USA","Utah",1852,19,1759,191,"Zea mays","Zea Mays",NA,NA,"AMS","1817 to 1812","1787 to 1762","1748 to 1717",NA,NA,NA,NA,"1821 to 1714",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23675","Turkey Pen Ruin","42Sa03714","USA","Utah",1863,20,1772,178,"Zea mays","Zea Mays",NA,NA,"AMS","1820 to 1807","1795 to 1757","1750 to 1734",NA,NA,NA,NA,"1823 to 1718",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23676","Turkey Pen Ruin","42Sa03714","USA","Utah",1865,20,1773,177,"Zea mays","Zea Mays",NA,NA,"AMS","1820 to 1807","1795 to 1757","1750 to 1736",NA,NA,NA,NA,"1824 to 1720",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23677","Turkey Pen Ruin","42Sa03714","USA","Utah",1910,20,1818,132,"Zea mays","Zea Mays",NA,NA,"AMS","1868 to 1853","1839 to 1818","1812 to 1785","1762 to 1748",NA,NA,NA,"1880 to 1743",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23678","Turkey Pen Ruin","42Sa03714","USA","Utah",1900,20,1800,150,"Zea mays","Zea Mays",NA,NA,"AMS","1862 to 1858","1830 to 1780","1766 to 1747",NA,NA,NA,NA,"1871 to 1850","1843 to 1738",NA,NA,NA,NA,"p3k14c"
"MAMS-23679","Turkey Pen Ruin","42Sa03714","USA","Utah",1869,20,1776,174,"Zea mays","Zea Mays",NA,NA,"AMS","1820 to 1806","1796 to 1756","1751 to 1738",NA,NA,NA,NA,"1825 to 1721",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23680","Turkey Pen Ruin","42Sa03714","USA","Utah",2026,20,1963,-14,"Zea mays","Zea Mays",NA,NA,"AMS","1993 to 1943",NA,NA,NA,NA,NA,NA,"2039 to 2028","2002 to 1922","1907 to 1891",NA,NA,NA,"p3k14c"
"MAMS-23681","Turkey Pen Ruin","42Sa03714","USA","Utah",1903,20,1803,147,"Zea mays","Zea Mays",NA,NA,"AMS","1865 to 1856","1832 to 1780","1766 to 1747",NA,NA,NA,NA,"1872 to 1848","1846 to 1739",NA,NA,NA,NA,"p3k14c"
"MAMS-23682","Turkey Pen Ruin","42Sa03714","USA","Utah",1858,20,1767,183,"Zea mays","Zea Mays",NA,NA,"AMS","1819 to 1809","1792 to 1760","1749 to 1721",NA,NA,NA,NA,"1822 to 1717",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23683","Turkey Pen Ruin","42Sa03714","USA","Utah",1907,20,1810,140,"Zea mays","Zea Mays",NA,NA,"AMS","1867 to 1854","1836 to 1817","1813 to 1782","1764 to 1747",NA,NA,NA,"1878 to 1741",NA,NA,NA,NA,NA,"p3k14c"
"MAMS-23684","Turkey Pen Ruin","42Sa03714","USA","Utah",1888,20,1788,162,"Zea mays","Zea Mays",NA,NA,"AMS","1824 to 1747",NA,NA,NA,NA,NA,NA,"1866 to 1855","1835 to 1733",NA,NA,NA,NA,"p3k14c"
"MAMS-23685","Turkey Pen Ruin","42Sa03714","USA","Utah",1881,20,1784,166,"Zea mays","Zea Mays",NA,NA,"AMS","1821 to 1756","1750 to 1746",NA,NA,NA,NA,NA,"1864 to 1857","1831 to 1725",NA,NA,NA,NA,"p3k14c"
"MAMS-23686","Turkey Pen Ruin","42Sa03714","USA","Utah",1851,22,1759,191,"Zea mays","Zea Mays",NA,NA,"AMS","1818 to 1811","1791 to 1761","1749 to 1716",NA,NA,NA,NA,"1822 to 1713",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-10591","Cerro los Torres",NA,"Mexico","Chihuahua",2920,55,3067,-1118,"Zea mays","maize cupule",NA,NA,"AMS","3155 to 3088","3086 to 2996","2977 to 2969",NA,NA,NA,NA,"3223 to 2920","2906 to 2881",NA,NA,NA,NA,"p3k14c"
"NSRL-10592","Cerro Vidal",NA,"Mexico","Chihuahua",2100,40,2064,-115,"Zea mays","maize cupule",NA,NA,"AMS","2114 to 2036","2033 to 2002",NA,NA,NA,NA,NA,"2294 to 2267","2152 to 1983","1964 to 1944",NA,NA,NA,"p3k14c"
"NSRL-10593","Cerro Juanaquena",NA,"Mexico","Chihuahua",3080,70,3280,-1331,"Zea mays","Maize",NA,NA,"AMS","3372 to 3209","3189 to 3185",NA,NA,NA,NA,NA,"3447 to 3139","3128 to 3107","3094 to 3077",NA,NA,NA,"p3k14c"
"NSRL-10594","Cerro Juanaquena",NA,"Mexico","Chihuahua",2190,35,2223,-274,"Zea mays","Maize",NA,NA,"AMS","2304 to 2230","2180 to 2143","2137 to 2125",NA,NA,NA,NA,"2328 to 2101","2076 to 2074",NA,NA,NA,NA,"p3k14c"
"NSRL-10595","Cerro Juanaquena",NA,"Mexico","Chihuahua",3050,45,3259,-1310,"Zea mays","Maize",NA,NA,"AMS","3340 to 3285","3272 to 3208","3191 to 3183",NA,NA,NA,NA,"3370 to 3147","3120 to 3113","3090 to 3081",NA,NA,NA,"p3k14c"
"NSRL-10596","Cerro Juanaquena",NA,"Mexico","Chihuahua",2960,45,3121,-1172,"Zea mays","Maize",NA,NA,"AMS","3209 to 3062",NA,NA,NA,NA,NA,NA,"3321 to 3304","3246 to 2992","2984 to 2966",NA,NA,NA,"p3k14c"
"NSRL-10597","Cerro Juanaquena",NA,"Mexico","Chihuahua",3080,40,3289,-1340,"Zea mays","Maize",NA,NA,"AMS","3357 to 3317","3307 to 3240",NA,NA,NA,NA,NA,"3379 to 3205","3196 to 3175",NA,NA,NA,NA,"p3k14c"
"NSRL-10598","Cerro Juanaquena",NA,"Mexico","Chihuahua",3040,80,3232,-1283,"Zea mays","Maize",NA,NA,"AMS","3359 to 3154","3088 to 3083",NA,NA,NA,NA,NA,"3441 to 3430","3399 to 2999",NA,NA,NA,NA,"p3k14c"
"NSRL-10599","Cerro Juanaquena",NA,"Mexico","Chihuahua",3060,40,3272,-1323,"Zea mays","Maize",NA,NA,"AMS","3341 to 3284","3273 to 3216",NA,NA,NA,NA,NA,"3368 to 3166",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-10600","Cerro Juanaquena",NA,"Mexico","Chihuahua",3010,65,3197,-1248,"Zea mays","Maize",NA,NA,"AMS","3331 to 3290","3261 to 3141","3125 to 3108","3094 to 3077",NA,NA,NA,"3362 to 3002",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-10712","Cerro Vidal",NA,"Mexico","Chihuahua",2340,55,2370,-421,"Zea mays","maize cupule",NA,NA,"AMS","2486 to 2481","2465 to 2312","2188 to 2187",NA,NA,NA,NA,"2692 to 2641","2613 to 2596","2497 to 2298","2261 to 2156",NA,NA,"p3k14c"
"NSRL-10861","Cerro Juanaquena",NA,"Mexico","Chihuahua",2140,40,2117,-168,"Zea mays","Maize",NA,NA,"AMS","2292 to 2269","2150 to 2050","2016 to 2008",NA,NA,NA,NA,"2303 to 2232","2179 to 1997",NA,NA,NA,NA,"p3k14c"
"NSRL-10862","Cerro Juanaquena",NA,"Mexico","Chihuahua",2870,50,2996,-1047,"Zea mays","Maize",NA,NA,"AMS","3069 to 2928","2898 to 2886",NA,NA,NA,NA,NA,"3157 to 3088","3084 to 2865",NA,NA,NA,NA,"p3k14c"
"NSRL-11430","Cerro Juanaquena",NA,"Mexico","Chihuahua",2940,75,3096,-1147,"Zea mays","Maize",NA,NA,"AMS","3208 to 3192","3182 to 2994","2981 to 2967",NA,NA,NA,NA,"3333 to 3289","3263 to 2880",NA,NA,NA,NA,"p3k14c"
"NSRL-12482","Cerro Juanaquena",NA,"Mexico","Chihuahua",2300,60,2306,-357,"Zea mays","Maize",NA,NA,"AMS","2358 to 2300","2240 to 2158",NA,NA,NA,NA,NA,"2607 to 2607","2489 to 2475","2471 to 2145","2134 to 2126",NA,NA,"p3k14c"
"NSRL-12484","Cerro Juanaquena",NA,"Mexico","Chihuahua",3130,55,3345,-1396,"Zea mays","maize","charred",NA,"AMS","3441 to 3429","3401 to 3327","3296 to 3253",NA,NA,NA,NA,"3454 to 3211",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-12485","Cerro Juanaquena",NA,"Mexico","Chihuahua",3050,35,3262,-1313,"Zea mays","Maize",NA,NA,"AMS","3337 to 3287","3269 to 3211",NA,NA,NA,NA,NA,"3359 to 3167",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-3983","Cerro Juanaquena",NA,"Mexico","Chihuahua",2980,50,3154,-1205,"Zea mays","maize cob",NA,-12.2,"AMS","3231 to 3069",NA,NA,NA,NA,NA,NA,"3335 to 3288","3266 to 2997","2975 to 2971",NA,NA,NA,"p3k14c"
"NSRL-3986","Cerro Juanaquena",NA,"Mexico","Chihuahua",2890,50,3025,-1076,"Zea mays","maize cob",NA,-9.9,"AMS","3141 to 3125","3107 to 3094","3077 to 2953",NA,NA,NA,NA,"3166 to 2876",NA,NA,NA,NA,NA,"p3k14c"
"NSRL-3995","Cerro Juanaquena",NA,"Mexico","Chihuahua",2930,50,3081,-1132,"Zea mays","17 maize cupules",NA,-9.3,"AMS","3157 to 3002",NA,NA,NA,NA,NA,NA,"3230 to 2932","2894 to 2889",NA,NA,NA,NA,"p3k14c"
"OS-121086","Elsinore Burial","42Sv2111","USA","Utah",1790,20,1657,293,"Zea mays","Maize",NA,-11.5,NA,"1712 to 1698","1659 to 1630",NA,NA,NA,NA,NA,"1731 to 1692","1670 to 1621",NA,NA,NA,NA,"p3k14c"
"OxA-25507","McEuen Cave",NA,"USA","Arizona",2699,26,2797,-848,"Zea mays","Uncharred maize cob",NA,NA,"AMS","2844 to 2821","2788 to 2759",NA,NA,NA,NA,NA,"2850 to 2757",NA,NA,NA,NA,NA,"da Fonseca et al. 2015"
"PRI-07-58-283-3101","Summit Site","42In0040","USA","Utah",965,20,849,1101,"Zea mays","Zea Mays",NA,NA,"AMS","918 to 903","867 to 854","849 to 824","810 to 801",NA,NA,NA,"924 to 898","888 to 884","874 to 794",NA,NA,NA,"p3k14c"
"PRI-07-58-365-2814","Summit Site","42In0040","USA","Utah",990,20,908,1042,"Zea mays","Zea Mays",NA,NA,"AMS","952 to 951","928 to 905","864 to 857","845 to 831",NA,NA,NA,"954 to 946","931 to 901","868 to 816","813 to 798",NA,NA,"p3k14c"
"PRI-07-58-395-4712","Summit Site","42In0040","USA","Utah",970,20,851,1099,"Zea mays","Zea Mays",NA,NA,"AMS","920 to 903","867 to 855","848 to 825","809 to 802",NA,NA,NA,"926 to 898","872 to 795",NA,NA,NA,NA,"p3k14c"
"PRI-07-58-433-7825","Parowan Site","42In0100","USA","Utah",985,20,864,1086,"Zea mays","Zea Mays",NA,NA,"AMS","927 to 905","865 to 857","846 to 828","808 to 805",NA,NA,NA,"953 to 949","929 to 901","869 to 798",NA,NA,NA,"p3k14c"
"PRI-07-58-433-8266","Parowan Site","42In0100","USA","Utah",960,20,848,1102,"Zea mays","Zea Mays",NA,NA,"AMS","916 to 902","867 to 854","849 to 822","810 to 801",NA,NA,NA,"922 to 897","889 to 794",NA,NA,NA,NA,"p3k14c"
"PRI-07-58-433-9646","Parowan Site","42In0100","USA","Utah",990,20,908,1042,"Zea mays","Zea Mays",NA,NA,"AMS","952 to 951","928 to 905","864 to 857","845 to 831",NA,NA,NA,"954 to 946","931 to 901","868 to 816","813 to 798",NA,NA,"p3k14c"
"PRI-07-58-433-9688","Parowan Site","42In0100","USA","Utah",1005,20,924,1026,"Zea mays","Zea Mays",NA,NA,"AMS","954 to 946","932 to 914",NA,NA,NA,NA,NA,"956 to 904","866 to 856","847 to 826","808 to 804",NA,NA,"p3k14c"
"PRI-07-58-509-3236","Summit Site","42In0040","USA","Utah",945,20,848,1102,"Zea mays","Zea Mays",NA,NA,"AMS","909 to 900","870 to 861","859 to 844","835 to 796",NA,NA,NA,"915 to 896","892 to 793",NA,NA,NA,NA,"p3k14c"
"PRI-08-76-2844",NA,"42Ws3544","USA","Utah",1815,15,1715,235,"Zea mays","Zea Mays",NA,-9.6,"AMS","1733 to 1706",NA,NA,NA,NA,NA,NA,"1741 to 1698","1659 to 1634",NA,NA,NA,NA,"p3k14c"
"PRI-10-77-5376","Pigg site","5MT4802","USA","Colorado",1105,15,1000,950,"Charred Zea Mays kernal","SEEDS",NA,-10.9,"AMS","1052 to 1030","994 to 981","978 to 971","968 to 961",NA,NA,NA,"1057 to 1019","1009 to 958",NA,NA,NA,NA,"p3k14c"
"PRI-10-77-5377","Pigg site","5MT4802","USA","Colorado",800,15,706,1244,"Charred Zea Mays kernal","SEEDS",NA,-10.8,"AMS","723 to 701","698 to 687",NA,NA,NA,NA,NA,"728 to 683",NA,NA,NA,NA,NA,"p3k14c"
"PRI-10-77-5861","Pigg site","5MT4802","USA","Colorado",795,15,705,1245,"Charred Zea Mays kernal","SEEDS",NA,-9.5,"AMS","722 to 704","696 to 685",NA,NA,NA,NA,NA,"727 to 681",NA,NA,NA,NA,NA,"p3k14c"
"PRI-10-77-5866","Pigg site","5MT4802","USA","Colorado",800,15,706,1244,"Charred Zea Mays kernal","SEEDS",NA,-10.3,"AMS","723 to 701","698 to 687",NA,NA,NA,NA,NA,"728 to 683",NA,NA,NA,NA,NA,"p3k14c"
"PRI-10-77-5895","Pigg site","5MT4802","USA","Colorado",800,15,706,1244,"Charred Zea Mays kernal","SEEDS",NA,-9,"AMS","723 to 701","698 to 687",NA,NA,NA,NA,NA,"728 to 683",NA,NA,NA,NA,NA,"p3k14c"
"PRI-5796",NA,"42Da2026","USA","Utah",1129,20,1016,934,"Zea mays","Zea Mays",NA,-10,"AMS","1059 to 1051","1032 to 989","985 to 976",NA,NA,NA,NA,"1173 to 1172","1065 to 960",NA,NA,NA,NA,"p3k14c"
"PRI-8-24-5221","Pigg site","5MT4802","USA","Colorado",870,15,760,1190,"Zea Mays cob- charred","SEEDS",NA,-11.4,"AMS","775 to 755","751 to 735",NA,NA,NA,NA,NA,"787 to 732",NA,NA,NA,NA,NA,"p3k14c"
"PRI-8-24-5225","Pigg site","5MT4802","USA","Colorado",860,15,756,1194,"Charred Zea Mays cob","SEEDS",NA,-11,"AMS","772 to 757","749 to 732",NA,NA,NA,NA,NA,"784 to 730",NA,NA,NA,NA,NA,"p3k14c"
"PRI-8-24-5226","Pigg site","5MT4802","USA","Colorado",825,15,715,1235,"Charred Zea Mays cob","SEEDS",NA,-10.2,"AMS","732 to 719","708 to 691",NA,NA,NA,NA,NA,"769 to 763","738 to 685",NA,NA,NA,NA,"p3k14c"
"PRI-8-24-5253","Pigg site","5MT4802","USA","Colorado",800,15,706,1244,"Charred Zea Mays kernal","SEEDS",NA,-11,"AMS","723 to 701","698 to 687",NA,NA,NA,NA,NA,"728 to 683",NA,NA,NA,NA,NA,"p3k14c"
